2023-02-28 13:26:28,082.082 INFO:	gpus = [0]
2023-02-28 13:56:16,867.867 INFO:	valid 000 2.845966e+00 50.000000 62.500000
2023-02-28 13:56:40,600.600 INFO:	valid_acc 63.122476
2023-02-28 13:56:40,886.886 INFO:	search_space.genotype = Genotype(normal=[('max_pool_3x3', 0), ('max_pool_3x3', 1), ('max_pool_3x3', 2), ('dil_conv_5x5', 0), ('max_pool_3x3', 3), ('max_pool_3x3', 2), ('dil_conv_3x3', 3), ('dil_conv_3x3', 1)], normal_concat=range(2, 6), reduce=[('dil_conv_3x3', 0), ('sep_conv_3x3', 1), ('dil_conv_3x3', 2), ('avg_pool_3x3', 0), ('sep_conv_3x3', 1), ('dil_conv_5x5', 3), ('dil_conv_5x5', 4), ('dil_conv_3x3', 3)], reduce_concat=range(2, 6))
2023-02-28 13:56:40,893.893 INFO:	epoch 7 lr 2.356240e-02
2023-02-28 13:56:46,008.008 INFO:	train 000 2.155649e-02 100.000000 100.000000
2023-02-28 14:00:00,869.869 INFO:	train_acc 98.384926
2023-02-28 14:00:01,753.753 INFO:	valid 000 4.559052e+00 31.250000 81.250000
2023-02-28 14:00:25,193.193 INFO:	valid_acc 63.122476
2023-02-28 14:00:25,340.340 INFO:	search_space.genotype = Genotype(normal=[('max_pool_3x3', 1), ('max_pool_3x3', 0), ('dil_conv_5x5', 0), ('max_pool_3x3', 2), ('max_pool_3x3', 3), ('max_pool_3x3', 2), ('dil_conv_3x3', 3), ('dil_conv_3x3', 1)], normal_concat=range(2, 6), reduce=[('dil_conv_3x3', 0), ('dil_conv_5x5', 1), ('dil_conv_3x3', 2), ('avg_pool_3x3', 0), ('sep_conv_3x3', 1), ('dil_conv_5x5', 3), ('dil_conv_5x5', 4), ('sep_conv_5x5', 0)], reduce_concat=range(2, 6))
2023-02-28 14:00:25,348.348 INFO:	epoch 8 lr 2.317856e-02
2023-02-28 14:00:30,216.216 INFO:	train 000 2.250902e-02 100.000000 100.000000
2023-02-28 14:03:45,680.680 INFO:	train_acc 98.250336
2023-02-28 14:03:46,582.582 INFO:	valid 000 1.093712e+00 75.000000 93.750000
2023-02-28 14:04:10,110.110 INFO:	valid_acc 62.449529
2023-02-28 14:04:10,251.251 INFO:	search_space.genotype = Genotype(normal=[('max_pool_3x3', 1), ('max_pool_3x3', 0), ('dil_conv_5x5', 0), ('max_pool_3x3', 2), ('max_pool_3x3', 3), ('max_pool_3x3', 2), ('dil_conv_3x3', 1), ('sep_conv_5x5', 4)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('dil_conv_5x5', 1), ('dil_conv_3x3', 2), ('sep_conv_5x5', 1), ('sep_conv_3x3', 1), ('dil_conv_5x5', 3), ('sep_conv_5x5', 0), ('dil_conv_5x5', 4)], reduce_concat=range(2, 6))
2023-02-28 14:04:10,257.257 INFO:	epoch 9 lr 2.275473e-02
2023-02-28 14:04:15,031.031 INFO:	train 000 9.060313e-02 100.000000 100.000000
2023-02-28 14:07:29,697.697 INFO:	train_acc 98.384926
2023-02-28 14:07:30,607.607 INFO:	valid 000 1.769844e+00 75.000000 87.500000
2023-02-28 14:07:53,755.755 INFO:	valid_acc 61.911171
2023-02-28 14:07:53,982.982 INFO:	search_space.genotype = Genotype(normal=[('dil_conv_3x3', 0), ('max_pool_3x3', 1), ('dil_conv_5x5', 0), ('max_pool_3x3', 2), ('max_pool_3x3', 3), ('max_pool_3x3', 2), ('sep_conv_5x5', 4), ('dil_conv_3x3', 3)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('dil_conv_3x3', 1), ('dil_conv_5x5', 0), ('sep_conv_5x5', 1), ('sep_conv_3x3', 1), ('dil_conv_5x5', 3), ('sep_conv_5x5', 0), ('dil_conv_5x5', 4)], reduce_concat=range(2, 6))
2023-02-28 14:07:53,989.989 INFO:	epoch 10 lr 2.229259e-02
2023-02-28 14:07:58,716.716 INFO:	train 000 5.379636e-02 100.000000 100.000000
2023-02-28 14:11:11,963.963 INFO:	train_acc 99.192463
2023-02-28 14:11:12,847.847 INFO:	valid 000 1.433931e+00 43.750000 100.000000
2023-02-28 14:11:34,591.591 INFO:	valid_acc 60.969044
2023-02-28 14:11:34,761.761 INFO:	search_space.genotype = Genotype(normal=[('max_pool_3x3', 0), ('max_pool_3x3', 1), ('dil_conv_5x5', 0), ('max_pool_3x3', 2), ('sep_conv_5x5', 1), ('max_pool_3x3', 3), ('sep_conv_5x5', 4), ('dil_conv_3x3', 3)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('dil_conv_3x3', 1), ('dil_conv_5x5', 0), ('sep_conv_3x3', 2), ('sep_conv_3x3', 1), ('sep_conv_3x3', 0), ('sep_conv_5x5', 0), ('sep_conv_5x5', 2)], reduce_concat=range(2, 6))
2023-02-28 14:11:34,768.768 INFO:	epoch 11 lr 2.179395e-02
2023-02-28 14:11:40,577.577 INFO:	train 000 2.038777e-02 100.000000 100.000000
2023-02-28 14:14:53,305.305 INFO:	train_acc 100.000000
2023-02-28 14:14:54,482.482 INFO:	valid 000 2.274666e+00 56.250000 81.250000
2023-02-28 14:15:17,494.494 INFO:	valid_acc 61.238223
2023-02-28 14:15:17,675.675 INFO:	search_space.genotype = Genotype(normal=[('dil_conv_3x3', 0), ('max_pool_3x3', 1), ('dil_conv_5x5', 0), ('max_pool_3x3', 2), ('sep_conv_5x5', 1), ('sep_conv_3x3', 0), ('skip_connect', 1), ('dil_conv_3x3', 3)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('max_pool_3x3', 1), ('dil_conv_5x5', 0), ('sep_conv_3x3', 2), ('sep_conv_3x3', 0), ('sep_conv_3x3', 1), ('sep_conv_5x5', 0), ('sep_conv_5x5', 2)], reduce_concat=range(2, 6))
2023-02-28 14:15:17,683.683 INFO:	epoch 12 lr 2.126079e-02
2023-02-28 14:15:22,831.831 INFO:	train 000 1.032869e-01 93.750000 100.000000
2023-02-28 14:18:36,741.741 INFO:	train_acc 99.596231
2023-02-28 14:18:37,660.660 INFO:	valid 000 2.002183e+00 62.500000 75.000000
2023-02-28 14:19:01,084.084 INFO:	valid_acc 62.584118
2023-02-28 14:19:01,250.250 INFO:	search_space.genotype = Genotype(normal=[('dil_conv_3x3', 0), ('max_pool_3x3', 1), ('dil_conv_5x5', 0), ('max_pool_3x3', 2), ('sep_conv_5x5', 1), ('sep_conv_3x3', 0), ('skip_connect', 1), ('avg_pool_3x3', 4)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('max_pool_3x3', 1), ('dil_conv_5x5', 0), ('sep_conv_3x3', 2), ('sep_conv_3x3', 0), ('skip_connect', 1), ('sep_conv_5x5', 0), ('sep_conv_5x5', 2)], reduce_concat=range(2, 6))
2023-02-28 14:19:01,261.261 INFO:	epoch 13 lr 2.069520e-02
2023-02-28 14:19:06,018.018 INFO:	train 000 8.422770e-02 93.750000 100.000000
2023-02-28 14:22:20,302.302 INFO:	train_acc 99.865410
2023-02-28 14:22:21,182.182 INFO:	valid 000 2.822429e+00 37.500000 62.500000
2023-02-28 14:22:44,434.434 INFO:	valid_acc 61.103634
2023-02-28 14:22:44,606.606 INFO:	search_space.genotype = Genotype(normal=[('dil_conv_3x3', 0), ('sep_conv_3x3', 1), ('dil_conv_5x5', 0), ('dil_conv_5x5', 1), ('sep_conv_5x5', 1), ('dil_conv_5x5', 3), ('skip_connect', 1), ('sep_conv_3x3', 0)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('avg_pool_3x3', 1), ('dil_conv_5x5', 0), ('dil_conv_5x5', 2), ('sep_conv_3x3', 0), ('skip_connect', 1), ('skip_connect', 3), ('sep_conv_5x5', 2)], reduce_concat=range(2, 6))
2023-02-28 14:22:44,614.614 INFO:	epoch 14 lr 2.009943e-02
2023-02-28 14:22:49,325.325 INFO:	train 000 1.650333e-02 100.000000 100.000000
2023-02-28 14:26:03,162.162 INFO:	train_acc 99.596231
2023-02-28 14:26:04,041.041 INFO:	valid 000 1.007151e+00 81.250000 100.000000
2023-02-28 14:26:26,038.038 INFO:	valid_acc 62.853297
2023-02-28 14:26:26,364.364 INFO:	search_space.genotype = Genotype(normal=[('dil_conv_3x3', 0), ('sep_conv_3x3', 1), ('dil_conv_5x5', 0), ('dil_conv_5x5', 1), ('sep_conv_5x5', 1), ('dil_conv_5x5', 3), ('skip_connect', 1), ('sep_conv_3x3', 0)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('avg_pool_3x3', 1), ('dil_conv_5x5', 0), ('dil_conv_5x5', 2), ('sep_conv_3x3', 0), ('dil_conv_3x3', 2), ('skip_connect', 3), ('sep_conv_5x5', 0)], reduce_concat=range(2, 6))
2023-02-28 14:26:26,374.374 INFO:	epoch 15 lr 1.947582e-02
2023-02-28 14:26:32,089.089 INFO:	train 000 8.929201e-03 100.000000 100.000000
2023-02-28 14:29:45,100.100 INFO:	train_acc 98.654105
2023-02-28 14:29:46,277.277 INFO:	valid 000 3.074720e+00 62.500000 81.250000
2023-02-28 14:30:08,971.971 INFO:	valid_acc 58.950202
2023-02-28 14:30:09,135.135 INFO:	search_space.genotype = Genotype(normal=[('dil_conv_3x3', 0), ('sep_conv_3x3', 1), ('dil_conv_5x5', 1), ('dil_conv_5x5', 0), ('sep_conv_5x5', 1), ('dil_conv_5x5', 3), ('skip_connect', 1), ('sep_conv_3x3', 0)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('avg_pool_3x3', 1), ('dil_conv_5x5', 0), ('dil_conv_5x5', 2), ('sep_conv_3x3', 0), ('dil_conv_3x3', 2), ('skip_connect', 3), ('sep_conv_5x5', 2)], reduce_concat=range(2, 6))
2023-02-28 14:30:09,141.141 INFO:	epoch 16 lr 1.882682e-02
2023-02-28 14:30:14,440.440 INFO:	train 000 1.314887e-02 100.000000 100.000000
2023-02-28 14:33:27,585.585 INFO:	train_acc 98.788694
2023-02-28 14:33:28,471.471 INFO:	valid 000 4.921857e-01 68.750000 100.000000
2023-02-28 14:33:51,555.555 INFO:	valid_acc 61.372813
2023-02-28 14:33:51,704.704 INFO:	search_space.genotype = Genotype(normal=[('dil_conv_3x3', 0), ('sep_conv_3x3', 1), ('dil_conv_5x5', 1), ('dil_conv_5x5', 0), ('sep_conv_5x5', 1), ('dil_conv_5x5', 3), ('sep_conv_3x3', 0), ('skip_connect', 1)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('avg_pool_3x3', 1), ('dil_conv_5x5', 0), ('dil_conv_5x5', 2), ('sep_conv_3x3', 0), ('dil_conv_3x3', 2), ('skip_connect', 3), ('avg_pool_3x3', 0)], reduce_concat=range(2, 6))
2023-02-28 14:33:51,711.711 INFO:	epoch 17 lr 1.815501e-02
2023-02-28 14:33:56,359.359 INFO:	train 000 1.103841e-02 100.000000 100.000000
2023-02-28 14:37:09,645.645 INFO:	train_acc 99.327052
2023-02-28 14:37:10,559.559 INFO:	valid 000 3.398365e+00 43.750000 81.250000
2023-02-28 14:37:33,313.313 INFO:	valid_acc 62.853297
2023-02-28 14:37:33,574.574 INFO:	search_space.genotype = Genotype(normal=[('dil_conv_3x3', 0), ('sep_conv_3x3', 1), ('dil_conv_5x5', 1), ('dil_conv_5x5', 0), ('sep_conv_5x5', 1), ('dil_conv_5x5', 3), ('sep_conv_3x3', 0), ('skip_connect', 1)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('avg_pool_3x3', 1), ('dil_conv_5x5', 0), ('dil_conv_5x5', 2), ('sep_conv_3x3', 0), ('dil_conv_3x3', 2), ('skip_connect', 3), ('sep_conv_5x5', 2)], reduce_concat=range(2, 6))
2023-02-28 14:37:33,596.596 INFO:	epoch 18 lr 1.746303e-02
2023-02-28 14:37:38,614.614 INFO:	train 000 1.116237e-02 100.000000 100.000000
2023-02-28 14:40:51,939.939 INFO:	train_acc 100.000000
2023-02-28 14:40:53,090.090 INFO:	valid 000 1.992187e+00 62.500000 87.500000
2023-02-28 14:41:15,187.187 INFO:	valid_acc 64.199192
2023-02-28 14:41:15,482.482 INFO:	search_space.genotype = Genotype(normal=[('dil_conv_3x3', 0), ('sep_conv_3x3', 1), ('dil_conv_5x5', 1), ('dil_conv_5x5', 0), ('sep_conv_5x5', 1), ('dil_conv_5x5', 3), ('sep_conv_3x3', 0), ('dil_conv_3x3', 3)], normal_concat=range(2, 6), reduce=[('avg_pool_3x3', 0), ('dil_conv_3x3', 1), ('dil_conv_5x5', 0), ('dil_conv_5x5', 2), ('sep_conv_3x3', 0), ('skip_connect', 1), ('skip_connect', 3), ('sep_conv_5x5', 2)], reduce_concat=range(2, 6))
2023-02-28 14:41:16,830.830 INFO:	epoch 19 lr 1.675361e-02
2023-02-28 14:41:22,662.662 INFO:	train 000 6.153586e-03 100.000000 100.000000
2023-02-28 14:44:34,976.976 INFO:	train_acc 99.730821
2023-02-28 14:44:36,183.183 INFO:	valid 000 1.769473e+00 68.750000 87.500000
2023-02-28 14:44:59,064.064 INFO:	valid_acc 64.737550
2023-02-28 14:44:59,233.233 INFO:	search_space.genotype = Genotype(normal=[('max_pool_3x3', 0), ('max_pool_3x3', 1), ('dil_conv_5x5', 1), ('dil_conv_5x5', 0), ('sep_conv_5x5', 1), ('dil_conv_5x5', 3), ('sep_conv_3x3', 0), ('dil_conv_3x3', 4)], normal_concat=range(2, 6), reduce=[('avg_pool_3x3', 0), ('dil_conv_3x3', 1), ('dil_conv_5x5', 0), ('dil_conv_5x5', 2), ('sep_conv_3x3', 0), ('skip_connect', 1), ('skip_connect', 3), ('sep_conv_5x5', 2)], reduce_concat=range(2, 6))
2023-02-28 14:45:00,682.682 INFO:	epoch 20 lr 1.602956e-02
2023-02-28 14:45:05,984.984 INFO:	train 000 7.842922e-02 93.750000 100.000000
2023-02-28 14:48:18,403.403 INFO:	train_acc 99.461642
2023-02-28 14:48:19,284.284 INFO:	valid 000 2.633824e+00 56.250000 75.000000
2023-02-28 14:48:42,499.499 INFO:	valid_acc 65.141319
2023-02-28 14:48:42,653.653 INFO:	search_space.genotype = Genotype(normal=[('max_pool_3x3', 0), ('dil_conv_3x3', 1), ('dil_conv_5x5', 1), ('dil_conv_5x5', 0), ('sep_conv_5x5', 1), ('dil_conv_5x5', 3), ('sep_conv_3x3', 0), ('dil_conv_3x3', 4)], normal_concat=range(2, 6), reduce=[('avg_pool_3x3', 0), ('dil_conv_3x3', 1), ('dil_conv_5x5', 0), ('dil_conv_5x5', 2), ('sep_conv_3x3', 0), ('skip_connect', 1), ('skip_connect', 3), ('dil_conv_5x5', 0)], reduce_concat=range(2, 6))
2023-02-28 14:48:44,107.107 INFO:	epoch 21 lr 1.529372e-02
2023-02-28 14:48:48,794.794 INFO:	train 000 6.873011e-03 100.000000 100.000000
2023-02-28 14:52:01,907.907 INFO:	train_acc 100.000000
2023-02-28 14:52:02,779.779 INFO:	valid 000 3.421228e+00 62.500000 75.000000
2023-02-28 14:52:25,960.960 INFO:	valid_acc 64.872140
2023-02-28 14:52:26,241.241 INFO:	search_space.genotype = Genotype(normal=[('max_pool_3x3', 0), ('dil_conv_3x3', 1), ('dil_conv_5x5', 1), ('dil_conv_5x5', 0), ('sep_conv_5x5', 1), ('dil_conv_5x5', 3), ('sep_conv_3x3', 0), ('dil_conv_3x3', 4)], normal_concat=range(2, 6), reduce=[('avg_pool_3x3', 0), ('avg_pool_3x3', 1), ('dil_conv_5x5', 0), ('dil_conv_5x5', 2), ('sep_conv_3x3', 0), ('skip_connect', 1), ('skip_connect', 3), ('avg_pool_3x3', 0)], reduce_concat=range(2, 6))
2023-02-28 14:52:26,248.248 INFO:	epoch 22 lr 1.454899e-02
2023-02-28 14:52:31,977.977 INFO:	train 000 6.354064e-03 100.000000 100.000000
2023-02-28 14:55:45,435.435 INFO:	train_acc 100.000000
2023-02-28 14:55:46,323.323 INFO:	valid 000 2.090299e+00 68.750000 81.250000
2023-02-28 14:56:08,588.588 INFO:	valid_acc 65.275908
2023-02-28 14:56:08,837.837 INFO:	search_space.genotype = Genotype(normal=[('skip_connect', 0), ('dil_conv_3x3', 1), ('dil_conv_5x5', 1), ('dil_conv_3x3', 2), ('sep_conv_5x5', 1), ('dil_conv_5x5', 3), ('sep_conv_3x3', 0), ('dil_conv_3x3', 4)], normal_concat=range(2, 6), reduce=[('avg_pool_3x3', 0), ('avg_pool_3x3', 1), ('dil_conv_5x5', 0), ('dil_conv_5x5', 1), ('sep_conv_3x3', 0), ('skip_connect', 1), ('skip_connect', 3), ('avg_pool_3x3', 0)], reduce_concat=range(2, 6))
2023-02-28 14:56:10,560.560 INFO:	epoch 23 lr 1.379833e-02
2023-02-28 14:56:15,552.552 INFO:	train 000 6.036230e-03 100.000000 100.000000
2023-02-28 14:59:29,215.215 INFO:	train_acc 99.865410
2023-02-28 14:59:30,417.417 INFO:	valid 000 3.293180e+00 56.250000 75.000000
